"Name","Distance (LY)","Controlling Faction","Needs Permit","Bodies","Colonised","Economy","Stations","X","Y","Z","Controlling Faction State","Allegiance"
"Core Sys Sector XO-R a4-0","36.0385806723156","Kisaragi & Co","False","1","True","Industrial","1","18.5625","-30.78125","-2.59375","None","Federation"
"Core Sys Sector WO-R a4-2","36.0475353483078","Azimuth Biotech","False","9","True","Industrial","1","13.28125","-33.40625","-2.65625","None","Independent"
"Core Sys Sector WO-R a4-0","36.1267570939463","Black Sails Sq.69","False","11","True","Industrial","4","13.46875","-33.21875","4.5","None","Federation"
"CD-56 1032","36.2270805777598","Lu Yupik Creative Network","False","1","True","Military","4","28.21875","-22.53125","-2.90625","Election","Federation"
"LHS 3413","36.2423483303717","Arbor Caelum Internal Defense","False","5","True","High Tech","7","12.25","-13.8125","31.1875","Civil Unrest","Independent"
"Theta Persei","36.3248956898021","Earth Defense Fleet","False","2","True","Military","3","-22.28125","-5.8125","-28.09375","Expansion","Federation"
"LP 625-34","36.5155280540005","Wolf 636 Silver United Group","False","1","True","Military","1","-9.46875","17.8125","30.4375","None","Federation"
"Core Sys Sector UO-R a4-0","36.6015816768893","Turkish Elite Force","False","1","True","Military","1","-13.375","-34.0","-2.1875","None","Federation"
"Puppis Sector DL-Y d116","36.627479651554","Collective of Independent Agents","False","4","True","Military","4","33.0","2.34375","15.71875","Boom","Federation"
"Core Sys Sector TI-T a3-1","36.6508014919183","Earth Defense Fleet","False","2","True","Industrial","2","19.125","-30.5","-6.875","Expansion","Federation"
"Core Sys Sector QI-T a3-1","36.7395419856114","LFT 168 Electronics Limited","False","1","True","Industrial","1","-9.3125","-34.65625","-7.875","None","Federation"
"Core Sys Sector YJ-R a4-0","36.7517537846835","Azimuth Biotech","False","8","True","High Tech","4","10.1875","-35.125","-3.625","None","Independent"
"LHS 256","36.9130100709763","Earth Defense Fleet","False","2","True","Military","1","-18.0","21.4375","-24.0625","Expansion","Federation"
"Tascheter Sector IX-K a8-3","36.9345123580236","Boop Brigade","False","10","True","Industrial","8","10.46875","-30.375","-18.21875","None","Independent"
"Tascheter Sector GX-K a8-3","37.0051463904009","Orden de Investigacion A-51","False","1","True","Service","1","-12.65625","-29.0625","-19.09375","None","Independent"
"Caer Bran","37.057888625433","Nobles of Dagr","False","10","True","Industrial","31","-31.28125","14.3125","13.78125","None","Alliance"
"11 Leonis Minoris","37.0842974476732","Earth Defense Fleet","False","3","True","High Tech","3","3.78125","27.71875","-24.34375","Expansion","Federation"
"Core Sys Sector CQ-P a5-1","37.1393201548238","Paladin Consortium","False","10","True","Extraction","10","6.03125","-36.25","5.375","None","Independent"
"BD+21 652","37.1924497756265","Earth Defense Fleet","False","2","True","Industrial","1","-2.59375","-11.1875","-35.375","Expansion","Federation"
"OT Serpentis","37.1927254732024","Nobles of Dagr","False","4","True","Extraction","4","-11.125","30.34375","18.40625","Boom","Alliance"
"LHS 1290","37.2395381701358","Hutton Orbital Truckers Co-Operative","False","1","True","Military","1","-11.28125","-30.75","-17.71875","None","Independent"
"Eanric","37.2409411174382","East India Company","False","1","True","Service","6","20.59375","-25.75","17.3125","Civil Liberty","Empire"
"Core Sys Sector SI-T a3-0","37.2417933493407","Turkish Elite Force","False","1","True","Military","1","8.53125","-34.0625","-12.40625","Expansion","Federation"
"Core Sys Sector XO-R a4-1","37.347214797425","East India Company","False","8","True","High Tech","1","18.09375","-32.5","-3.34375","Expansion","Empire"
"Core Sys Sector TI-T a3-2","37.4132460040892","Azimuth Biotech","False","2","True","Industrial","2","19.21875","-31.625","-5.5","None","Independent"
"LHS 2010","37.4611908555041","Minutemen","False","2","True","Industrial","2","37.0625","-2.5","-4.84375","Expansion","Federation"
"LP 275-68","37.4662478313815","New Pilots Initiative","False","1","True","Military","1","-23.34375","25.0625","15.1875","None","Independent"
"LHS 2126","37.5038800076072","Earth Defense Fleet","False","1","True","Military","2","-19.59375","22.25","-22.96875","Expansion","Federation"
"Jastreb Sector HH-M a7-4","37.5265270758566","Hutton Orbital Truckers Co-Operative","False","9","True","Industrial","1","-8.71875","-34.8125","-10.96875","None","Independent"
"DE Bootis","37.5327461192223","Nobles of Dagr","False","1","True","High Tech","1","-7.4375","32.625","17.0","None","Alliance"
"Core Sys Sector RT-R b4-5","37.5577680047683","The Altruists","False","18","True","Industrial","12","3.8125","3.625","37.1875","None","Independent"
"LFT 671","37.6319812875299","Earth Defense Fleet","False","1","True","Military","2","-17.875","24.09375","-22.71875","Expansion","Federation"
"Core Sys Sector SI-T a3-2","37.6323056653124","Turkish Elite Force","False","7","True","Industrial","1","7.71875","-34.28125","-13.46875","Expansion","Federation"
"Core Sys Sector DB-O a6-0","37.6532415810711","Izumo Heavy Industries Ltd","False","8","True","High Tech","3","-2.5625","-33.59375","16.8125","Expansion","Federation"
"Ross 868","37.8082125668485","People's Ross 860 Independents","False","2","True","Military","2","-24.6875","19.125","21.3125","None","Federation"
"Core Sys Sector QT-R b4-5","37.8882247951128","The Altruists","False","2","True","Military","1","-8.40625","-4.84375","36.625","None","Independent"
"Ross 271","37.9264038550322","Equestrian Naval Fleet","False","2","True","Military","3","-32.09375","-19.1875","6.34375","Expansion","Independent"
"Zeta Doradus","37.9819807194807","Charunder Industry","False","1","True","Military","3","30.40625","-22.65625","-2.1875","None","Federation"
"Yin Sector IR-W c1-28","38.0066940033266","Minutemen","False","2","True","Industrial","2","32.25","14.90625","-13.5","Expansion","Federation"
"Core Sys Sector YO-R a4-0","38.0725689678606","Natural Macalites Regulatory State","False","11","True","Industrial","6","25.25","-28.3125","-3.21875","None","Independent"
"Bran","38.0778012142574","Arbor Caelum Internal Defense","False","1","True","Military","4","27.15625","2.625","26.5625","Boom","Independent"
"Porrima","38.0821224050735","G 14-6 Crimson Bridge Inc","False","2","True","Industrial","4","16.0625","33.34375","8.96875","None","Federation"
"G 125-3","38.1028367956377","501st Legion","False","2","True","Industrial","5","-35.21875","7.6875","12.34375","None","Federation"
"24 Iota Pegasi","38.2517871314531","Equestrian Naval Fleet","False","1","True","Military","1","-34.5625","-15.8125","4.3125","Expansion","Independent"
"Core Sys Sector SI-T a3-1","38.2595729442319","Turkish Elite Force","False","1","True","Military","1","10.4375","-34.15625","-13.71875","Expansion","Federation"
"Tascheter Sector MN-T b3-6","38.2943217478127","Sirius Corporation","False","18","True","Industrial","20","-11.875","-21.96875","-29.03125","None","Independent"
"Core Sys Sector CQ-P a5-2","38.3022901363287","Azimuth Biotech","False","1","True","Military","1","8.15625","-37.03125","5.40625","None","Independent"
"LHS 396","38.3121686364137","Elite Fleet Republican Consortium","False","1","True","Industrial","1","-9.875","30.84375","20.46875","Expansion","Independent"
"Core Sys Sector FB-O a6-1","38.3825699984707","Starblazer Corp","False","1","True","High Tech","1","16.03125","-30.90625","16.15625","Blight","Independent"
"Core Sys Sector CB-O a6-3","38.4131528581032","Izumo Heavy Industries Ltd","False","1","True","Military","2","-6.4375","-28.5","24.9375","Expansion","Federation"
"Jastreb Sector HH-M a7-0","38.5216558412278","Hutton Orbital Truckers Co-Operative","False","1","True","Military","1","-12.3125","-33.9375","-13.4375","None","Independent"
"Core Sys Sector DB-O a6-2","38.5944584955211","Izumo Heavy Industries Ltd","False","15","True","Industrial","5","-4.65625","-32.5625","20.1875","Expansion","Federation"
"Core Sys Sector EB-O a6-3","38.6515255803377","East India Company","False","1","True","Military","2","9.34375","-33.90625","16.03125","None","Empire"
"Yin Sector IR-W c1-29","38.6536478509791","Minutemen","False","1","True","Military","2","34.21875","13.84375","-11.46875","Expansion","Federation"
"VV Lyncis","38.7157863070738","Earth Defense Fleet","False","2","True","Military","4","1.90625","15.6875","-35.34375","Expansion","Federation"
"LHS 1504","38.765357339866","Earth Defense Fleet","False","9","True","Industrial","5","-5.40625","-24.96875","-29.15625","Expansion","Federation"
"Core Sys Sector EB-O a6-2","38.8400164134878","Earth Defense Fleet","False","10","True","Industrial","15","12.625","-32.625","16.875","Expansion","Federation"
"Glaston","38.8894416503374","Elite Rebel Force","False","7","True","Industrial","7","-37.78125","6.6875","6.34375","None","Federation"
"Core Sys Sector EB-O a6-1","38.9093246777042","EG Union","False","10","True","Industrial","3","13.46875","-32.65625","16.3125","Expansion","Independent"
"Core Sys Sector QT-R b4-6","38.9811026933244","Nobles of Dagr","False","2","True","Military","1","-14.78125","8.59375","35.03125","None","Alliance"
"LHS 457","39.0607624613563","501st Legion","False","2","True","High Tech","1","-31.75","16.65625","15.5","None","Federation"
"Core Sys Sector DL-Y d133","39.0726111913768","Collective of Independent Agents","False","1","True","Military","9","33.0625","11.84375","17.125","Boom","Federation"
"LHS 362","39.0819826414615","Federal Expansion Initiative","False","2","True","Military","2","-3.21875","38.03125","8.40625","None","Federation"
"Core Sys Sector CB-O a6-2","39.0974593563955","Izumo Heavy Industries Ltd","False","10","True","Industrial","1","-10.0","-30.53125","22.28125","Expansion","Federation"
"Wolf 654","39.1397486179332","Nobles of Dagr","False","12","True","Industrial","1","-28.46875","22.40625","14.8125","None","Alliance"
"LP 671-11","39.14693374806","Confederation of LFT 698","False","2","True","Tourism","2","26.9375","28.03125","-4.59375","Boom","Federation"
"Core Sys Sector FB-O a6-3","39.2389141390597","Allied Tauernonese Dominion","False","9","True","Industrial","5","21.78125","-27.9375","16.875","None","Independent"
"Jastreb Sector GR-W c1-27","39.3276501014236","Blood Brothers from Alrai","False","2","True","High Tech","6","-36.8125","9.5","-10.0625","Expansion","Federation"
"LHS 18","39.3562207201733","Blood Brothers from Alrai","False","10","True","Industrial","18","-28.28125","9.1875","-25.78125","Expansion","Federation"
"Core Sys Sector MS-T b3-6","39.4675870770877","Minutemen","False","1","True","Military","1","20.78125","21.09375","26.09375","Expansion","Federation"
"LFT 377","39.5238876543351","Earth Defense Fleet","False","2","True","Military","1","19.9375","-21.65625","-26.375","Expansion","Federation"
"Lambda Serpentis","39.535560535738","Elite Fleet Republican Consortium","False","1","True","High Tech","1","-7.90625","27.21875","27.5625","Expansion","Independent"
"Tascheter Sector HX-K a8-1","39.5913944642646","LP 532-81 United Corp.","False","2","True","Industrial","1","-3.03125","-32.5","-22.40625","None","Federation"
"Saxon","39.607374826224","EG Union","False","7","True","Industrial","12","7.53125","-24.625","30.09375","None","Independent"
"LFT 667","39.6767332836576","Binkkerton State Holdings","False","2","True","Military","1","13.125","28.84375","-23.875","Outbreak","Federation"
"Tascheter Sector HX-K a8-2","39.7248962593044","Hutton Orbital Truckers Co-Operative","False","2","True","Military","2","2.125","-34.71875","-19.1875","None","Independent"
"Core Sys Sector BQ-P a5-2","39.7309309606508","Azimuth Biotech","False","9","True","Industrial","4","1.125","-38.875","8.125","Boom","Independent"
"LP 798-25","39.7535007302816","GQ Virginis General Corporation","False","1","True","Military","1","17.875","28.1875","21.59375","None","Federation"
"Glesting","39.786159359286","Tharsis Corporation","False","1","True","Military","2","-13.15625","17.5625","-33.1875","None","Federation"
"Caerdroia","39.8070296477268","Minutemen","False","4","True","Industrial","2","37.84375","3.59375","-11.8125","Expansion","Federation"
"2MASS J07464256+2000321 A","39.8102187336995","Earth Defense Fleet","False","2","True","Industrial","1","12.96875","14.15625","-34.875","Expansion","Federation"
"Liasstrata","39.8167800878285","Equestrian Naval Fleet","False","1","True","High Tech","1","-17.65625","-28.4375","-21.5625","Expansion","Independent"
"Core Sys Sector CB-O a6-0","39.8624833411693","Dagdhangjel Incorporated","False","9","True","High Tech","18","-13.21875","-34.25","15.53125","None","Federation"
"Core Sys Sector VJ-R a4-0","39.893155643387","Dagdhangjel Incorporated","False","1","True","Extraction","2","-18.21875","-35.34375","3.21875","None","Federation"
"Tascheter Sector GX-K a8-0","39.918936413374","Hutton Orbital Truckers Co-Operative","False","8","True","Tourism","5","-14.21875","-32.6875","-17.96875","Boom","Independent"
"Core Sys Sector HH-M a7-2","39.9296622786557","Izumo Heavy Industries Ltd","False","9","True","Industrial","2","-0.15625","-29.15625","27.28125","Expansion","Federation"
"LTT 1212","39.9484653373881","Kamuy Independents","False","2","True","Industrial","1","16.0625","9.875","35.21875","None","Federation"
"Jastreb Sector JC-M a7-2","39.9585356377395","LFT 142 Liberals","False","1","True","Military","1","-8.75","-36.8125","-12.84375","None","Federation"
"Gullion","39.9719383990194","Elite Fleet Republican Consortium","False","8","True","Extraction","4","8.40625","17.0625","35.15625","Expansion","Independent"
"Tascheter Sector GX-K a8-2","39.9843108879908","Hutton Orbital Truckers Co-Operative","False","12","True","Industrial","1","-14.78125","-31.71875","-19.34375","None","Independent"
"Ross 401","40.0868929249325","Earth Defense Fleet","False","7","True","Military","1","8.03125","-15.1875","-36.21875","Expansion","Federation"
"LFT 668","40.0871487161098","Terran Colonial Forces","False","1","True","Service","1","-19.03125","25.65625","-24.21875","Expansion","Alliance"
"G 85-52","40.1122205116471","Earth Defense Fleet","False","4","True","Military","3","2.78125","-7.46875","-39.3125","Expansion","Federation"
"Core Sys Sector CB-O a6-4","40.1447089446418","Izumo Heavy Industries Ltd","False","1","True","Military","3","-7.75","-31.75","23.3125","Expansion","Federation"
"Shudun Sector AA-A d133","40.2576298086773","The Dark Wheel","False","2","True","High Tech","3","-24.6875","22.71875","22.25","None","Independent"
"LHS 2191","40.2698538960908","Taliesin Crimson Fortune Systems","False","3","True","High Tech","3","-13.03125","28.3125","-25.5","None","Federation"
"LP 475-70","40.2703995277549","Earth Defense Fleet","False","2","True","Tourism","1","1.90625","-16.90625","-36.5","Expansion","Federation"
"G 97-20","40.2873710438519","Earth Defense Fleet","False","3","True","High Tech","2","3.03125","-9.25","-39.09375","Expansion","Federation"
"Core Sys Sector SO-R b4-4","40.2928246558863","Gilgamesh Corps Orbital Protection","False","1","True","Military","2","-12.4375","-5.4375","37.9375","Expansion","Independent"
"Lisle","40.2948725995318","Elite Rebel Force","False","1","True","Military","1","-36.78125","-13.4375","9.5","None","Federation"
"LHS 129","40.3092658586397","Paladin Consortium","False","14","True","Extraction","2","1.0625","-40.28125","-1.0625","None","Independent"
"Core Sys Sector DB-O a6-1","40.3219707867187","Izumo Heavy Industries Ltd","False","2","True","Service","2","-4.09375","-34.84375","19.875","Expansion","Federation"
"LHS 3281","40.3883975449633","New Pilots Initiative","False","11","True","Industrial","1","-30.8125","22.5","13.25","Expansion","Independent"
"Tascheter Sector HX-K a8-0","40.4306287631976","Hutton Orbital Truckers Co-Operative","False","7","True","Industrial","2","-2.78125","-33.15625","-22.96875","None","Independent"
"Core Sys Sector XJ-R a4-0","40.4387074781081","Azimuth Biotech","False","9","True","Military","1","2.0625","-40.25","-3.3125","None","Independent"
"Core Sys Sector SD-T a3-3","40.5213822799149","LFT 142 Liberals","False","8","True","Industrial","3","-11.84375","-36.9375","-11.71875","None","Federation"
"L 268-67","40.6665772817494","Luyten 347-14 Confederation","False","1","True","High Tech","2","15.71875","-5.75","37.0625","None","Federation"
"Core Sys Sector XJ-R a4-1","40.7082800238477","Paladin Consortium","False","9","True","Industrial","8","-3.75","-40.4375","-2.8125","None","Independent"
"LHS 3744","40.7230187708684","Izumo Heavy Industries Ltd","False","10","True","Extraction","3","-14.78125","-31.4375","21.25","Expansion","Federation"
"LHS 1955","40.765741783083","Earth Defense Fleet","False","2","True","Service","1","37.21875","-0.46875","-16.625","Expansion","Federation"
"DX 507","40.7976619274929","Earth Defense Fleet","False","9","True","Service","1","13.1875","17.9375","-34.1875","Expansion","Federation"
"Core Sys Sector XU-P a5-1","40.8218069403475","Izumo Heavy Industries Ltd","False","1","True","Extraction","2","-20.90625","-31.9375","14.46875","Expansion","Federation"
"Core Sys Sector DL-Y d127","40.8469179146359","Old Space Cowboys ABDE","False","1","True","Military","1","17.53125","2.875","36.78125","None","Federation"
"Tascheter Sector GW-W c1-17","40.8492010517036","Earth Defense Fleet","False","11","True","Industrial","3","26.8125","-7.6875","-29.84375","Expansion","Federation"
"Core Sys Sector ZP-P a5-3","40.863697787584","TL Armoured Transport Company","False","10","True","Industrial","9","-16.96875","-36.34375","7.8125","None","Federation"
"Core Sys Sector VJ-R a4-1","40.8981920061878","TL Armoured Transport Company","False","12","True","Industrial","1","-16.21875","-37.21875","4.9375","None","Federation"
"LFT 193","40.9379532417658","Azimuth Biotech","False","2","True","Military","2","10.5","-38.71875","-8.15625","None","Independent"
"Core Sys Sector WU-P a5-1","40.9450971004161","Tibis Alliance","False","2","True","Service","1","-29.625","-25.53125","12.125","None","Federation"
"LHS 1593","40.9498311580768","Earth Defense Fleet","False","10","True","Industrial","4","-0.53125","-23.09375","-33.8125","Expansion","Federation"
"Core Sys Sector ZJ-R a4-0","40.9748517576635","Viracocha Services","False","1","True","Industrial","1","20.875","-35.25","0.78125","None","Federation"
"Fianna","41.0426250416868","The Dark Wheel","False","5","True","Extraction","22","28.5625","27.34375","11.0","Civil Liberty","Independent"
"LHS 119","41.0545678221376","Teaka Elite Altruists Bagging Cooperative","False","2","True","Military","2","-30.15625","-21.875","-17.25","None","Independent"
"Tascheter Sector IS-K a8-1","41.174457343115","LFT 142 Liberals","False","9","True","Industrial","6","-12.1875","-35.375","-17.1875","None","Federation"
"Tascheter Sector GW-W c1-18","41.1975755885586","Earth Defense Fleet","False","1","True","Military","1","26.34375","-9.6875","-30.15625","Expansion","Federation"
"Jastreb Sector FW-N a6-0","41.1995667073696","League of Seediansi","False","7","True","Industrial","12","-14.09375","-35.28125","-15.9375","None","Federation"
"LHS 3583","41.2592910937949","Earth Defense Fleet","False","12","True","Industrial","7","26.5625","-21.1875","23.40625","Expansion","Federation"
"Core Sys Sector YJ-R a4-1","41.2744837376859","Earth Defense Fleet","False","5","True","Refinery","11","5.4375","-40.71875","-4.0","Expansion","Federation"
"LP 658-72","41.2870099123199","Earth Defense Fleet","False","10","True","Industrial","5","20.0625","-14.3125","-33.125","Expansion","Federation"
"LFT 507","41.2945545365851","Earth Defense Fleet","False","5","True","Industrial","1","26.4375","-0.46875","-31.71875","Expansion","Federation"
"Core Sys Sector WU-P a5-2","41.3120508674527","Tibis Alliance","False","9","True","Industrial","3","-25.8125","-30.59375","10.21875","None","Federation"
"LHS 40","41.3218361235921","Minutemen","False","10","True","Industrial","22","38.59375","2.03125","14.625","Expansion","Federation"
"Tascheter Sector IX-K a8-1","41.337797190495","Tau-1 Eridani Shared","False","10","True","High Tech","1","7.125","-33.75","-22.78125","None","Independent"
"LHS 3511","41.344139737392","V1285 Aquilae Nobles","False","3","True","Service","1","-29.375","-9.40625","27.53125","Civil Unrest","Independent"
"LHS 501","41.3591831550141","Independents of Sekhenses","False","20","True","Industrial","7","-19.125","-23.0","28.5625","None","Federation"
"LHS 3277","41.387908673609","Nobles of Dagr","False","10","True","Industrial","6","-20.3125","18.15625","31.15625","None","Alliance"
"Core Sys Sector WU-P a5-0","41.3964964927589","Tibis Alliance","False","1","True","Service","1","-28.78125","-26.6875","13.15625","None","Federation"
"Core Sys Sector YO-R a4-1","41.4414826517464","Lu Yupik Creative Network","False","1","True","Extraction","1","27.3125","-31.15625","-0.84375","Boom","Federation"
"Sliotar","41.5819620786766","Hutton Orbital Truckers Co-Operative","False","2","True","Military","2","-28.65625","-13.5","-26.9375","None","Independent"
"LP 438-8","41.5981989544019","Federal Expansion Initiative","False","2","True","Service","1","2.0","40.25","10.3125","None","Federation"
"Cathbadah","41.6137958832465","The Dark Wheel","False","1","True","Military","1","25.71875","32.0625","6.5","None","Independent"
"Core Sys Sector XU-P a5-2","41.743426690618","Teaka Elite Altruists Bagging Cooperative","False","1","True","Service","1","-21.4375","-33.53125","12.59375","None","Independent"
"Maev","41.7575428253687","Earth Defense Fleet","False","9","True","Industrial","8","-10.75","19.96875","-35.0625","Expansion","Federation"
"LP 103-294","41.760571266447","Blue Nemesis","False","1","True","High Tech","1","-37.1875","19.0","-0.1875","None","Federation"
"LP 658-44","41.7802799999593","Earth Defense Fleet","False","9","True","Industrial","2","19.8125","-12.84375","-34.46875","Expansion","Federation"
"Nessa","41.7945238824717","Nobles of Dagr","False","11","True","Industrial","48","-17.34375","18.5625","33.1875","None","Alliance"
"Core Sys Sector TD-T a3-3","41.7985426069199","Azimuth Biotech","False","14","True","Industrial","54","-0.71875","-39.9375","-12.3125","None","Independent"
"Core Sys Sector TD-T a3-2","41.8722480439013","Azimuth Biotech","False","9","True","Industrial","3","-2.75","-40.6875","-9.5","None","Independent"
"Tascheter Sector DR-M a7-0","41.8733325227704","Earth Defense Fleet","False","1","True","Extraction","1","-3.25","-29.03125","-30.0","Expansion","Federation"
"LHS 3398","42.0278925238942","Liberals of Fusang","False","1","True","Military","2","-13.625","-3.25","39.625","Boom","Federation"
"Core Sys Sector VJ-R a4-2","42.0670270595035","ZZ Piscium Bridge Commodities","False","2","True","Service","1","-16.59375","-38.5","3.46875","None","Federation"
"Core Sys Sector BB-O a6-1","42.0833204414172","Teaka Elite Altruists Bagging Cooperative","False","9","True","Industrial","1","-19.15625","-32.8125","18.09375","None","Independent"
"LTT 9587","42.0946431790911","Izumo Heavy Industries Ltd","False","2","True","Military","5","-12.84375","-39.3125","7.84375","Expansion","Federation"
"Core Sys Sector BQ-P a5-1","42.1737709142187","Azimuth Biotech","False","1","True","Military","1","1.53125","-40.71875","10.875","Election","Independent"
"Puppis Sector QD-T b3-6","42.2238500805528","Minutemen","False","12","True","Industrial","3","38.15625","-14.375","10.96875","Expansion","Federation"
"CD-53 570","42.2624334515891","Earth Defense Fleet","False","2","True","Military","3","23.6875","-35.0","0.125","Expansion","Federation"
"TRAPPIST-1","42.3629453724006","Gliese 875 Allied Exchange","False","12","True","Extraction","6","-21.65625","-35.0","10.03125","None","Federation"
"Tascheter Sector IX-K a8-0","42.3780995363466","Turkish Elite Force","False","4","True","Military","6","6.25","-34.9375","-23.15625","Expansion","Federation"
"Core Sys Sector TO-R a4-1","42.3964731728949","C.O.N.T.R.A.I.L","False","9","True","Industrial","1","-24.375","-34.6875","0.3125","None","Independent"
"Core Sys Sector ZP-P a5-0","42.4534326681895","Dagdhangjel Incorporated","False","12","True","Industrial","3","-15.5","-37.90625","11.1875","None","Federation"
"Andoe","42.5467344149348","Earth Defense Fleet","False","2","True","Military","10","-33.34375","1.0625","-26.40625","Expansion","Federation"
"Core Sys Sector FW-N a6-3","42.6119275225552","Izumo Heavy Industries Ltd","False","1","True","Military","4","-2.96875","-38.78125","17.40625","Expansion","Federation"
"LHS 3093","42.658218819033","Wolf 406 Transport & Co","False","2","True","Military","1","4.78125","22.875","35.6875","Expansion","Alliance"
"Fergus","42.7017500007318","Lu Yupik Creative Network","False","7","True","Service","8","24.625","-29.15625","19.15625","Civil Unrest","Federation"
"Core Sys Sector GW-N a6-3","42.7317555184373","Segais Liberals","False","1","True","High Tech","1","10.28125","-38.09375","16.40625","None","Federation"
"Ross 837","42.8894950898527","Movement for Arcturus Liberals","False","2","True","Military","2","1.8125","39.9375","15.53125","None","Federation"
"Wolf 414","42.9701590678054","Movement for Shoujeman Free","False","2","True","Service","1","13.65625","40.5","4.4375","None","Federation"
"LFT 1728","42.9885181800036","Nanabozho Transport Holdings","False","2","True","Military","4","18.0","-31.40625","23.1875","None","Federation"
"Core Sys Sector HH-M a7-0","43.0150318929325","Izumo Heavy Industries Ltd","False","2","True","Industrial","1","-4.0625","-33.1875","27.0625","Expansion","Federation"
"Puppis Sector FW-W c1-22","43.1043202228617","LP 908-11 Independents","False","3","True","Military","2","32.65625","26.71875","8.8125","None","Federation"
"Core Sys Sector FW-N a6-2","43.2794110620165","Izumo Heavy Industries Ltd","False","10","True","Industrial","4","-4.71875","-40.15625","15.4375","Expansion","Federation"
"Core Sys Sector YO-R a4-3","43.2933760089231","Tau Ceti Crimson Legal Solutions","False","9","True","Extraction","13","26.1875","-34.375","2.625","None","Federation"
"Tascheter Sector IS-K a8-2","43.3040440879948","Hutton Orbital Truckers Co-Operative","False","10","True","Industrial","1","-14.59375","-35.1875","-20.59375","Boom","Independent"
"LHS 1642","43.3471745222512","United LHS 1446 Independents","False","2","True","Military","1","-21.125","0.75","-37.84375","War","Federation"
"Diyu","43.3588541635385","Old Space Cowboys ABDE","False","2","True","Industrial","1","1.65625","-12.65625","41.4375","None","Federation"
"Core Sys Sector VJ-R a4-3","43.3659370034535","The Void, Inc.","False","11","True","Industrial","2","-18.03125","-39.15625","-4.71875","None","Federation"
"Core Sys Sector SD-T a3-4","43.4315306150094","Ronin Inc","False","4","True","Industrial","3","-7.59375","-41.0625","-11.9375","None","Federation"
"LHS 3056","43.4704124412513","Elite Fleet Republican Consortium","False","19","True","Extraction","14","6.25","25.78125","34.4375","Expansion","Independent"
"LFT 460","43.491232503661","Charunder Industry","False","2","True","Military","2","37.09375","-18.59375","-13.03125","None","Federation"
"Youdu","43.4920183949021","Democrats of LHS 278","False","8","True","Industrial","6","-7.84375","33.875","-26.125","None","Federation"
"LHS 516","43.493691173261","Aristocrats of LTT 8679","False","1","True","Military","1","-27.28125","-28.65625","18.0625","None","Independent"
"Core Sys Sector YO-R a4-2","43.5735056040365","Democrats of Benoit","False","13","True","Industrial","2","27.75","-33.59375","0.21875","Expansion","Federation"
"Ross 863","43.5800381661432","Nobles of Dagr","False","10","True","Refinery","6","-25.15625","22.8125","27.3125","None","Alliance"
"Core Sys Sector RD-T a3-0","43.604154224397","Equestrian Naval Fleet","False","1","True","Service","1","-18.96875","-37.875","-10.34375","Expansion","Independent"
"Core Sys Sector BB-O a6-0","43.6232762911614","Independents of LFT 1723","False","1","True","Industrial","3","-23.8125","-31.96875","17.71875","None","Federation"
"Puppis Sector DL-Y d106","43.6276973557223","The Dark Wheel","False","9","True","Industrial","17","41.5625","13.15625","-1.6875","None","Independent"
"LHS 1084","43.6352177324979","Izumo Heavy Industries Ltd","False","2","True","Military","2","-15.0625","-40.6875","-4.65625","Expansion","Federation"
"Core Sys Sector FB-O a6-2","43.7053455147365","Starblazer Corp","False","6","True","Industrial","1","15.8125","-32.4375","24.65625","Lockdown","Independent"
"Avici","43.7098253042151","Federal Expansion Initiative","False","2","True","Military","3","-5.75","42.53125","8.28125","Boom","Federation"
"V375 Pavonis","43.71252859593","Arbor Caelum Internal Defense","False","2","True","Service","1","18.25","-23.1875","32.25","None","Independent"
"Core Sys Sector BQ-P a5-3","43.7133998692049","Azimuth Biotech","False","7","True","Industrial","2","3.125","-42.84375","8.09375","Boom","Independent"
"Ross 587","43.8907890927869","Earth Defense Fleet","False","1","True","Service","2","-11.96875","-9.71875","-41.09375","Expansion","Federation"
"Core Sys Sector ZP-P a5-1","43.8976971206919","Izumo Heavy Industries Ltd","False","10","True","High Tech","7","-18.25","-37.8125","12.8125","Expansion","Federation"
"Jastreb Sector CB-O a6-0","43.9059942163368","Origin Systems United","False","9","True","Industrial","3","-20.96875","-35.0","-16.21875","None","Federation"
"NN 3709","44.0465840048919","The Dark Wheel","False","23","True","Extraction","9","30.75","29.4375","11.3125","Boom","Independent"
"Core Sys Sector GB-O a6-1","44.051339455373","LHS 145 Inc","False","11","True","Industrial","5","26.46875","-30.375","17.8125","None","Federation"
"NN 3009","44.0664891811227","Paladin Consortium","False","4","True","High Tech","1","16.1875","-37.8125","15.8125","None","Independent"
"Jastreb Sector CB-O a6-1","44.0669545620638","The Void, Inc.","False","2","True","Military","2","-21.21875","-34.1875","-17.96875","None","Federation"
"Core Sys Sector GH-M a7-3","44.1712532013186","Space Poultry","False","10","True","Industrial","5","-12.5625","-27.84375","31.90625","War","Federation"
"Tascheter Sector JS-K a8-1","44.2096501237286","Turkish Elite Force","False","13","True","Industrial","19","0.25","-39.25","-20.34375","None","Federation"
"Core Sys Sector UI-T a3-0","44.2390633553933","Vulcan Coalition","False","2","True","Service","2","25.3125","-33.8125","-13.15625","None","Independent"
"LTT 57","44.2421426639805","Wolf 636 Silver United Group","False","2","True","Military","1","-17.3125","14.9375","37.875","None","Federation"
